Order ID,Order Date,State,Category,Segment,Quantity,Sub-Category,City,Sales,Profit
ORD-12211,2021-04-03 03:00:00,Washington,Furniture,Consumer,4,Chairs,Spokane,1814.69,-349.09
ORD-12212,2021-04-03 04:00:00,California,Furniture,Home Office,3,Bookcases,San Diego,1719.6,347.16
ORD-12213,2021-04-03 05:00:00,Washington,Technology,Consumer,8,Accessories,Seattle,672.92,194.64
ORD-12214,2021-04-03 06:00:00,Michigan,Technology,Home Office,8,Laptops,Ann Arbor,1076.55,-111.21
ORD-12215,2021-04-03 07:00:00,Texas,Furniture,Home Office,6,Chairs,Dallas,868.42,-9.69
ORD-12216,2021-04-03 08:00:00,Washington,Office Supplies,Home Office,9,Storage,Tacoma,1421.06,154.44
ORD-12217,2021-04-03 09:00:00,Washington,Technology,Corporate,1,Laptops,Tacoma,1180.2,205.23
ORD-12218,2021-04-03 10:00:00,Texas,Furniture,Corporate,8,Tables,Houston,1571.86,439.38
ORD-12219,2021-04-03 11:00:00,Washington,Furniture,Home Office,6,Tables,Tacoma,33.39,7.3
ORD-12220,2021-04-03 12:00:00,Florida,Office Supplies,Corporate,1,Storage,Miami,1378.71,-0.23
ORD-12221,2021-04-03 13:00:00,California,Furniture,Consumer,4,Chairs,San Diego,644.94,162.49
ORD-12222,2021-04-03 14:00:00,New York,Furniture,Corporate,5,Bookcases,Rochester,456.2,151.16
ORD-12223,2021-04-03 15:00:00,California,Technology,Consumer,7,Laptops,Los Angeles,1604.47,-120.59
ORD-12224,2021-04-03 16:00:00,Washington,Furniture,Consumer,8,Bookcases,Seattle,187.55,-29.87
ORD-12225,2021-04-03 17:00:00,Florida,Furniture,Corporate,9,Bookcases,Tampa,464.64,16.1
ORD-12226,2021-04-03 18:00:00,Pennsylvania,Technology,Corporate,6,Laptops,Philadelphia,415.43,118.3
ORD-12227,2021-04-03 19:00:00,Washington,Office Supplies,Home Office,9,Binders,Tacoma,845.45,-99.2
ORD-12228,2021-04-03 20:00:00,Michigan,Office Supplies,Corporate,4,Paper,Grand Rapids,651.45,187.09
ORD-12229,2021-04-03 21:00:00,Florida,Technology,Corporate,8,Laptops,Miami,1443.73,499.12
ORD-12230,2021-04-03 22:00:00,Texas,Technology,Corporate,3,Accessories,Houston,1401.75,-238.72
ORD-12231,2021-04-03 23:00:00,Florida,Office Supplies,Consumer,4,Paper,Tampa,657.69,47.61
ORD-12232,2021-04-04 00:00:00,Texas,Office Supplies,Consumer,4,Storage,Austin,879.59,-16.81
ORD-12233,2021-04-04 01:00:00,Ohio,Office Supplies,Consumer,6,Paper,Cincinnati,423.74,7.0
ORD-12234,2021-04-04 02:00:00,New York,Office Supplies,Home Office,9,Paper,Buffalo,1344.96,65.09
ORD-12235,2021-04-04 03:00:00,Georgia,Office Supplies,Home Office,6,Binders,Augusta,798.48,165.16
ORD-12236,2021-04-04 04:00:00,Florida,Technology,Home Office,1,Laptops,Miami,274.32,34.35
ORD-12237,2021-04-04 05:00:00,Illinois,Furniture,Consumer,5,Chairs,Naperville,263.26,86.52
ORD-12238,2021-04-04 06:00:00,Michigan,Office Supplies,Corporate,9,Paper,Detroit,651.42,-11.06
ORD-12239,2021-04-04 07:00:00,Washington,Office Supplies,Home Office,5,Paper,Tacoma,1497.18,146.46
ORD-12240,2021-04-04 08:00:00,Michigan,Furniture,Home Office,6,Tables,Detroit,60.75,15.03
ORD-12241,2021-04-04 09:00:00,California,Furniture,Consumer,3,Chairs,San Francisco,522.97,2.7
ORD-12242,2021-04-04 10:00:00,Georgia,Furniture,Home Office,8,Bookcases,Atlanta,333.35,18.64
ORD-12243,2021-04-04 11:00:00,California,Furniture,Corporate,4,Chairs,San Diego,1913.39,338.16
ORD-12244,2021-04-04 12:00:00,Ohio,Furniture,Consumer,4,Tables,Columbus,1413.51,386.47
ORD-12245,2021-04-04 13:00:00,Georgia,Furniture,Consumer,5,Bookcases,Augusta,474.13,13.57
ORD-12246,2021-04-04 14:00:00,Georgia,Technology,Corporate,9,Laptops,Augusta,422.85,39.14
ORD-12247,2021-04-04 15:00:00,California,Furniture,Corporate,8,Chairs,Los Angeles,1717.48,577.62
ORD-12248,2021-04-04 16:00:00,Texas,Furniture,Corporate,7,Chairs,Austin,388.55,-68.63
ORD-12249,2021-04-04 17:00:00,California,Technology,Home Office,5,Accessories,San Francisco,1994.15,92.78
ORD-12250,2021-04-04 18:00:00,Michigan,Furniture,Corporate,9,Chairs,Ann Arbor,571.78,85.65
ORD-12251,2021-04-04 19:00:00,Texas,Office Supplies,Consumer,9,Paper,Dallas,177.82,-34.74
ORD-12252,2021-04-04 20:00:00,Michigan,Office Supplies,Corporate,2,Storage,Grand Rapids,1384.97,177.6
ORD-12253,2021-04-04 21:00:00,Ohio,Furniture,Consumer,4,Tables,Cincinnati,1223.19,-206.83
ORD-12254,2021-04-04 22:00:00,Washington,Technology,Consumer,8,Accessories,Spokane,1999.65,543.22
ORD-12255,2021-04-04 23:00:00,Pennsylvania,Office Supplies,Home Office,1,Storage,Pittsburgh,1606.15,391.74
ORD-12256,2021-04-05 00:00:00,Texas,Technology,Corporate,5,Laptops,Houston,863.38,-157.36
ORD-12257,2021-04-05 01:00:00,Ohio,Office Supplies,Home Office,8,Binders,Cleveland,1356.46,-234.88
ORD-12258,2021-04-05 02:00:00,Illinois,Furniture,Corporate,2,Tables,Aurora,1637.52,351.23
ORD-12259,2021-04-05 03:00:00,Ohio,Technology,Corporate,2,Phones,Cleveland,1032.32,3.35
ORD-12260,2021-04-05 04:00:00,California,Technology,Corporate,8,Phones,San Francisco,553.01,64.3
ORD-12261,2021-04-05 05:00:00,California,Technology,Corporate,9,Laptops,San Francisco,428.11,-21.97
ORD-12262,2021-04-05 06:00:00,Pennsylvania,Office Supplies,Corporate,7,Storage,Allentown,597.61,-62.67
ORD-12263,2021-04-05 07:00:00,Ohio,Office Supplies,Consumer,8,Paper,Cleveland,1697.66,-63.08
ORD-12264,2021-04-05 08:00:00,New York,Office Supplies,Consumer,5,Storage,Rochester,767.06,-49.33
ORD-12265,2021-04-05 09:00:00,Washington,Furniture,Corporate,1,Chairs,Tacoma,580.46,27.03
ORD-12266,2021-04-05 10:00:00,California,Office Supplies,Consumer,4,Storage,San Diego,1613.72,339.97
ORD-12267,2021-04-05 11:00:00,Pennsylvania,Furniture,Home Office,2,Tables,Philadelphia,73.52,7.7
ORD-12268,2021-04-05 12:00:00,Washington,Technology,Home Office,3,Accessories,Seattle,1191.98,160.97
ORD-12269,2021-04-05 13:00:00,Ohio,Technology,Home Office,3,Phones,Cincinnati,1748.53,102.36
ORD-12270,2021-04-05 14:00:00,Ohio,Furniture,Corporate,9,Chairs,Columbus,826.07,-17.68
ORD-12271,2021-04-05 15:00:00,Georgia,Office Supplies,Corporate,4,Storage,Savannah,545.94,-66.1
ORD-12272,2021-04-05 16:00:00,Pennsylvania,Furniture,Consumer,2,Chairs,Allentown,988.5,-4.93
ORD-12273,2021-04-05 17:00:00,California,Technology,Consumer,3,Phones,San Diego,1437.78,238.47
ORD-12274,2021-04-05 18:00:00,New York,Technology,Consumer,3,Accessories,Rochester,1038.05,211.32
ORD-12275,2021-04-05 19:00:00,Ohio,Furniture,Home Office,7,Chairs,Columbus,25.2,1.46
ORD-12276,2021-04-05 20:00:00,New York,Office Supplies,Home Office,8,Storage,New York City,165.87,25.67
ORD-12277,2021-04-05 21:00:00,Ohio,Office Supplies,Home Office,6,Storage,Columbus,1445.44,-121.71
ORD-12278,2021-04-05 22:00:00,California,Furniture,Home Office,4,Chairs,San Francisco,805.9,220.04
ORD-12279,2021-04-05 23:00:00,Washington,Furniture,Consumer,6,Bookcases,Seattle,1571.7,434.21
ORD-12280,2021-04-06 00:00:00,Florida,Office Supplies,Corporate,1,Binders,Orlando,1302.48,-31.02
ORD-12281,2021-04-06 01:00:00,Washington,Technology,Corporate,8,Phones,Seattle,1167.22,118.17
ORD-12282,2021-04-06 02:00:00,Ohio,Furniture,Home Office,1,Chairs,Columbus,1803.74,241.1
ORD-12283,2021-04-06 03:00:00,Michigan,Office Supplies,Corporate,5,Paper,Detroit,52.43,3.14
ORD-12284,2021-04-06 04:00:00,Florida,Office Supplies,Corporate,2,Binders,Miami,318.52,95.92
ORD-12285,2021-04-06 05:00:00,Florida,Technology,Corporate,6,Accessories,Orlando,1252.51,259.07
ORD-12286,2021-04-06 06:00:00,New York,Technology,Home Office,9,Accessories,New York City,141.0,23.95
ORD-12287,2021-04-06 07:00:00,Pennsylvania,Technology,Consumer,5,Accessories,Allentown,1293.49,111.31
ORD-12288,2021-04-06 08:00:00,New York,Technology,Consumer,4,Laptops,New York City,1968.4,-301.82
ORD-12289,2021-04-06 09:00:00,New York,Technology,Corporate,2,Laptops,Buffalo,1758.83,-247.46
ORD-12290,2021-04-06 10:00:00,Michigan,Furniture,Consumer,3,Bookcases,Grand Rapids,1185.92,-42.15
ORD-12291,2021-04-06 11:00:00,Washington,Office Supplies,Consumer,6,Storage,Tacoma,1789.01,-149.67
ORD-12292,2021-04-06 12:00:00,Washington,Furniture,Home Office,8,Tables,Tacoma,241.37,78.18
ORD-12293,2021-04-06 13:00:00,Illinois,Furniture,Home Office,8,Bookcases,Aurora,914.84,23.23
ORD-12294,2021-04-06 14:00:00,Ohio,Furniture,Corporate,5,Chairs,Cleveland,863.07,243.5
ORD-12295,2021-04-06 15:00:00,Michigan,Furniture,Corporate,5,Chairs,Detroit,679.53,169.84
ORD-12296,2021-04-06 16:00:00,Illinois,Furniture,Corporate,3,Bookcases,Aurora,10.4,2.57
ORD-12297,2021-04-06 17:00:00,California,Technology,Home Office,7,Phones,San Diego,1783.15,-145.08
ORD-12298,2021-04-06 18:00:00,Ohio,Technology,Consumer,6,Accessories,Cincinnati,1557.64,71.69
ORD-12299,2021-04-06 19:00:00,Ohio,Office Supplies,Home Office,1,Paper,Cleveland,1309.19,-32.9
ORD-12300,2021-04-06 20:00:00,Georgia,Furniture,Home Office,4,Bookcases,Augusta,266.64,88.98
ORD-12301,2021-04-06 21:00:00,Georgia,Office Supplies,Consumer,6,Paper,Atlanta,762.63,215.22
ORD-12302,2021-04-06 22:00:00,Texas,Technology,Consumer,6,Phones,Houston,1849.41,-115.67
ORD-12303,2021-04-06 23:00:00,Texas,Technology,Corporate,3,Phones,Dallas,1237.69,-34.12
ORD-12304,2021-04-07 00:00:00,New York,Technology,Consumer,6,Phones,Rochester,1210.79,110.06
ORD-12305,2021-04-07 01:00:00,California,Furniture,Consumer,6,Bookcases,San Francisco,1827.12,-85.45
ORD-12306,2021-04-07 02:00:00,Florida,Furniture,Consumer,9,Tables,Orlando,1124.07,284.94
ORD-12307,2021-04-07 03:00:00,Florida,Technology,Consumer,9,Laptops,Orlando,1199.27,300.51
ORD-12308,2021-04-07 04:00:00,Georgia,Office Supplies,Corporate,2,Binders,Augusta,697.97,138.47
ORD-12309,2021-04-07 05:00:00,Georgia,Office Supplies,Corporate,4,Binders,Atlanta,749.17,134.19
ORD-12310,2021-04-07 06:00:00,Georgia,Technology,Consumer,9,Laptops,Augusta,1374.36,138.83
ORD-12311,2021-04-07 07:00:00,Michigan,Office Supplies,Consumer,4,Storage,Detroit,647.67,-5.89
ORD-12312,2021-04-07 08:00:00,Pennsylvania,Technology,Corporate,8,Phones,Allentown,1122.62,292.24
ORD-12313,2021-04-07 09:00:00,Texas,Office Supplies,Corporate,3,Storage,Dallas,565.6,154.05
ORD-12314,2021-04-07 10:00:00,Michigan,Technology,Consumer,3,Phones,Detroit,340.59,-58.84
ORD-12315,2021-04-07 11:00:00,Washington,Office Supplies,Home Office,9,Binders,Seattle,914.26,17.59
ORD-12316,2021-04-07 12:00:00,Florida,Furniture,Corporate,8,Bookcases,Miami,442.72,-82.06
ORD-12317,2021-04-07 13:00:00,Ohio,Technology,Corporate,1,Accessories,Cleveland,1798.0,470.56
ORD-12318,2021-04-07 14:00:00,Texas,Technology,Corporate,2,Accessories,Houston,614.19,-63.02
ORD-12319,2021-04-07 15:00:00,Illinois,Office Supplies,Consumer,3,Storage,Aurora,1198.83,204.55
ORD-12320,2021-04-07 16:00:00,Washington,Technology,Consumer,2,Laptops,Tacoma,534.25,-1.84
ORD-12321,2021-04-07 17:00:00,Texas,Technology,Corporate,3,Laptops,Austin,523.46,130.26
ORD-12322,2021-04-07 18:00:00,Michigan,Technology,Consumer,8,Phones,Grand Rapids,707.77,56.85
ORD-12323,2021-04-07 19:00:00,California,Furniture,Consumer,6,Chairs,Los Angeles,1832.59,-39.55
ORD-12324,2021-04-07 20:00:00,Ohio,Furniture,Corporate,7,Chairs,Columbus,789.08,-17.26
ORD-12325,2021-04-07 21:00:00,Texas,Office Supplies,Consumer,6,Paper,Dallas,1644.32,-33.2
ORD-12326,2021-04-07 22:00:00,Pennsylvania,Furniture,Home Office,1,Bookcases,Allentown,402.62,94.1
ORD-12327,2021-04-07 23:00:00,Georgia,Office Supplies,Consumer,3,Binders,Savannah,105.86,20.23
ORD-12328,2021-04-08 00:00:00,Georgia,Furniture,Consumer,1,Tables,Atlanta,1565.54,-38.25
ORD-12329,2021-04-08 01:00:00,Ohio,Office Supplies,Corporate,9,Binders,Columbus,1088.33,75.76
ORD-12330,2021-04-08 02:00:00,Michigan,Furniture,Corporate,9,Tables,Detroit,1012.41,-160.08
ORD-12331,2021-04-08 03:00:00,Georgia,Furniture,Home Office,5,Bookcases,Atlanta,551.69,140.75
ORD-12332,2021-04-08 04:00:00,Texas,Office Supplies,Consumer,4,Paper,Austin,153.91,-8.27
ORD-12333,2021-04-08 05:00:00,Illinois,Technology,Home Office,9,Accessories,Naperville,970.89,280.66
ORD-12334,2021-04-08 06:00:00,Florida,Technology,Home Office,9,Phones,Orlando,1735.78,222.59
ORD-12335,2021-04-08 07:00:00,Florida,Furniture,Corporate,3,Bookcases,Miami,248.84,27.95
ORD-12336,2021-04-08 08:00:00,Washington,Office Supplies,Consumer,5,Paper,Seattle,1859.05,-205.43
ORD-12337,2021-04-08 09:00:00,New York,Technology,Corporate,3,Phones,New York City,556.71,-90.05
ORD-12338,2021-04-08 10:00:00,California,Office Supplies,Home Office,2,Binders,San Francisco,1069.05,111.12
ORD-12339,2021-04-08 11:00:00,Ohio,Technology,Home Office,1,Laptops,Columbus,142.35,8.17
ORD-12340,2021-04-08 12:00:00,Washington,Office Supplies,Corporate,2,Storage,Tacoma,855.84,-114.83
ORD-12341,2021-04-08 13:00:00,New York,Furniture,Corporate,8,Tables,Rochester,260.54,67.63
ORD-12342,2021-04-08 14:00:00,Michigan,Office Supplies,Corporate,8,Storage,Ann Arbor,105.47,3.11
ORD-12343,2021-04-08 15:00:00,Pennsylvania,Technology,Corporate,3,Accessories,Pittsburgh,1933.45,-109.72
ORD-12344,2021-04-08 16:00:00,Pennsylvania,Furniture,Corporate,7,Chairs,Allentown,1462.89,341.66
ORD-12345,2021-04-08 17:00:00,California,Office Supplies,Home Office,7,Storage,San Francisco,1440.92,435.42
ORD-12346,2021-04-08 18:00:00,Georgia,Technology,Corporate,2,Phones,Savannah,190.19,-6.03
ORD-12347,2021-04-08 19:00:00,Texas,Furniture,Consumer,9,Tables,Dallas,1859.41,421.66
ORD-12348,2021-04-08 20:00:00,Washington,Office Supplies,Home Office,3,Paper,Seattle,944.24,150.03
ORD-12349,2021-04-08 21:00:00,Washington,Technology,Home Office,2,Phones,Seattle,1706.05,587.48
ORD-12350,2021-04-08 22:00:00,Ohio,Office Supplies,Consumer,3,Binders,Cincinnati,35.08,-3.08
ORD-12351,2021-04-08 23:00:00,Ohio,Office Supplies,Consumer,2,Storage,Cincinnati,603.43,198.15
ORD-12352,2021-04-09 00:00:00,Pennsylvania,Furniture,Home Office,8,Chairs,Pittsburgh,1992.13,-52.99
ORD-12353,2021-04-09 01:00:00,Pennsylvania,Furniture,Corporate,5,Tables,Philadelphia,861.4,22.89
ORD-12354,2021-04-09 02:00:00,Illinois,Technology,Home Office,3,Phones,Naperville,1778.1,-4.7
ORD-12355,2021-04-09 03:00:00,Illinois,Furniture,Home Office,5,Chairs,Naperville,662.72,-34.69
ORD-12356,2021-04-09 04:00:00,Georgia,Technology,Consumer,8,Phones,Atlanta,1055.4,191.31
ORD-12357,2021-04-09 05:00:00,Illinois,Office Supplies,Home Office,7,Storage,Aurora,1709.9,212.08
ORD-12358,2021-04-09 06:00:00,Texas,Office Supplies,Corporate,6,Binders,Austin,1215.58,-38.74
ORD-12359,2021-04-09 07:00:00,Texas,Technology,Consumer,1,Accessories,Austin,1453.13,-184.96
ORD-12360,2021-04-09 08:00:00,Washington,Office Supplies,Home Office,1,Storage,Seattle,465.38,-11.84
ORD-12361,2021-04-09 09:00:00,Florida,Furniture,Home Office,1,Chairs,Miami,320.22,3.1
ORD-12362,2021-04-09 10:00:00,Texas,Office Supplies,Corporate,8,Storage,Dallas,468.31,4.38
ORD-12363,2021-04-09 11:00:00,New York,Furniture,Home Office,8,Chairs,Buffalo,991.17,-3.48
ORD-12364,2021-04-09 12:00:00,Pennsylvania,Technology,Home Office,7,Laptops,Allentown,1603.92,-277.8
ORD-12365,2021-04-09 13:00:00,Ohio,Technology,Home Office,6,Laptops,Cleveland,714.45,39.45
ORD-12366,2021-04-09 14:00:00,Illinois,Office Supplies,Home Office,4,Storage,Naperville,1133.98,294.74
ORD-12367,2021-04-09 15:00:00,Washington,Office Supplies,Corporate,1,Paper,Tacoma,1611.58,-162.44
ORD-12368,2021-04-09 16:00:00,California,Furniture,Home Office,9,Chairs,Los Angeles,485.17,-58.17
ORD-12369,2021-04-09 17:00:00,Ohio,Furniture,Home Office,1,Bookcases,Cincinnati,1767.12,105.18
ORD-12370,2021-04-09 18:00:00,New York,Office Supplies,Home Office,4,Binders,New York City,1906.63,7.31
ORD-12371,2021-04-09 19:00:00,Illinois,Office Supplies,Consumer,3,Storage,Naperville,87.55,9.52
ORD-12372,2021-04-09 20:00:00,New York,Technology,Corporate,7,Accessories,Rochester,127.63,40.96
ORD-12373,2021-04-09 21:00:00,Pennsylvania,Technology,Consumer,5,Accessories,Allentown,191.01,41.73
ORD-12374,2021-04-09 22:00:00,Pennsylvania,Technology,Consumer,5,Accessories,Pittsburgh,1555.77,276.74
ORD-12375,2021-04-09 23:00:00,Georgia,Office Supplies,Corporate,4,Paper,Savannah,386.78,11.13
ORD-12376,2021-04-10 00:00:00,Washington,Office Supplies,Consumer,1,Paper,Seattle,1454.14,-61.0
ORD-12377,2021-04-10 01:00:00,Ohio,Office Supplies,Consumer,5,Paper,Cincinnati,888.14,86.28
ORD-12378,2021-04-10 02:00:00,Michigan,Technology,Consumer,4,Accessories,Detroit,1674.15,480.47
ORD-12379,2021-04-10 03:00:00,Michigan,Office Supplies,Corporate,8,Paper,Detroit,1619.03,456.9
ORD-12380,2021-04-10 04:00:00,Ohio,Furniture,Home Office,2,Bookcases,Cincinnati,1919.73,86.45
ORD-12381,2021-04-10 05:00:00,California,Office Supplies,Corporate,8,Paper,San Francisco,509.57,-32.91
ORD-12382,2021-04-10 06:00:00,Washington,Office Supplies,Corporate,1,Storage,Spokane,466.19,-35.46
ORD-12383,2021-04-10 07:00:00,New York,Office Supplies,Corporate,4,Paper,New York City,72.7,-13.18
ORD-12384,2021-04-10 08:00:00,California,Office Supplies,Consumer,3,Paper,San Francisco,826.73,217.81
ORD-12385,2021-04-10 09:00:00,Florida,Office Supplies,Home Office,5,Paper,Orlando,923.54,-50.18
ORD-12386,2021-04-10 10:00:00,Ohio,Furniture,Corporate,5,Bookcases,Cincinnati,1929.38,-4.92
ORD-12387,2021-04-10 11:00:00,New York,Furniture,Corporate,5,Bookcases,Buffalo,1663.26,407.61
ORD-12388,2021-04-10 12:00:00,Michigan,Office Supplies,Home Office,4,Paper,Grand Rapids,341.92,-45.81
ORD-12389,2021-04-10 13:00:00,Texas,Technology,Home Office,8,Accessories,Houston,1598.99,85.83
ORD-12390,2021-04-10 14:00:00,Georgia,Office Supplies,Home Office,3,Binders,Savannah,364.82,-48.42
ORD-12391,2021-04-10 15:00:00,Michigan,Office Supplies,Consumer,4,Paper,Detroit,164.75,7.09
ORD-12392,2021-04-10 16:00:00,Washington,Office Supplies,Home Office,1,Paper,Tacoma,1675.79,-291.71
ORD-12393,2021-04-10 17:00:00,Pennsylvania,Technology,Consumer,7,Phones,Allentown,1952.16,165.33
ORD-12394,2021-04-10 18:00:00,Texas,Technology,Corporate,1,Accessories,Austin,185.36,44.05
ORD-12395,2021-04-10 19:00:00,Georgia,Technology,Consumer,2,Accessories,Savannah,1629.71,280.25
ORD-12396,2021-04-10 20:00:00,Georgia,Furniture,Home Office,7,Bookcases,Savannah,1719.83,137.66
ORD-12397,2021-04-10 21:00:00,Florida,Technology,Consumer,1,Laptops,Tampa,246.32,63.01
ORD-12398,2021-04-10 22:00:00,Florida,Furniture,Home Office,3,Tables,Miami,573.67,-42.86
ORD-12399,2021-04-10 23:00:00,Illinois,Furniture,Consumer,6,Tables,Chicago,1469.98,377.69
ORD-12400,2021-04-11 00:00:00,Michigan,Technology,Corporate,6,Laptops,Detroit,1617.38,-77.63
ORD-12401,2021-04-11 01:00:00,Michigan,Technology,Consumer,6,Laptops,Ann Arbor,714.41,-0.45
ORD-12402,2021-04-11 02:00:00,Michigan,Technology,Corporate,2,Accessories,Detroit,328.26,-42.46
ORD-12403,2021-04-11 03:00:00,Illinois,Furniture,Home Office,2,Chairs,Aurora,1300.21,-187.28
ORD-12404,2021-04-11 04:00:00,California,Office Supplies,Corporate,6,Storage,San Francisco,1406.92,439.89
ORD-12405,2021-04-11 05:00:00,Georgia,Technology,Home Office,5,Accessories,Augusta,1012.18,-96.68
ORD-12406,2021-04-11 06:00:00,Texas,Technology,Home Office,7,Laptops,Dallas,298.43,-4.98
ORD-12407,2021-04-11 07:00:00,Washington,Technology,Corporate,7,Phones,Spokane,1690.53,153.89
ORD-12408,2021-04-11 08:00:00,Georgia,Furniture,Corporate,5,Chairs,Savannah,1294.08,-11.22
ORD-12409,2021-04-11 09:00:00,Florida,Furniture,Consumer,8,Bookcases,Miami,1739.64,484.62
ORD-12410,2021-04-11 10:00:00,New York,Office Supplies,Consumer,6,Binders,New York City,1866.61,551.38
ORD-12411,2021-04-11 11:00:00,Pennsylvania,Technology,Corporate,5,Accessories,Pittsburgh,1613.34,-33.4
ORD-12412,2021-04-11 12:00:00,Illinois,Furniture,Corporate,4,Bookcases,Aurora,1917.73,-286.48
ORD-12413,2021-04-11 13:00:00,Ohio,Office Supplies,Corporate,7,Storage,Cleveland,1908.97,-161.14
ORD-12414,2021-04-11 14:00:00,New York,Technology,Corporate,4,Accessories,Buffalo,1242.5,75.69
ORD-12415,2021-04-11 15:00:00,Washington,Furniture,Home Office,5,Tables,Seattle,1459.07,-60.31
ORD-12416,2021-04-11 16:00:00,Michigan,Technology,Corporate,5,Phones,Ann Arbor,1401.82,69.26
ORD-12417,2021-04-11 17:00:00,Florida,Technology,Corporate,1,Laptops,Tampa,1246.06,270.75
ORD-12418,2021-04-11 18:00:00,Florida,Furniture,Corporate,1,Tables,Miami,48.52,1.52
ORD-12419,2021-04-11 19:00:00,Florida,Furniture,Corporate,3,Tables,Tampa,718.25,-65.83
ORD-12420,2021-04-11 20:00:00,Michigan,Furniture,Home Office,3,Bookcases,Ann Arbor,209.16,-0.65
ORD-12421,2021-04-11 21:00:00,Ohio,Technology,Consumer,2,Accessories,Columbus,607.52,126.75
ORD-12422,2021-04-11 22:00:00,Illinois,Technology,Consumer,2,Laptops,Chicago,146.44,4.87
ORD-12423,2021-04-11 23:00:00,New York,Office Supplies,Consumer,6,Paper,Rochester,1840.86,-115.52
ORD-12424,2021-04-12 00:00:00,Michigan,Technology,Consumer,1,Phones,Ann Arbor,908.15,31.85
ORD-12425,2021-04-12 01:00:00,Washington,Furniture,Consumer,6,Tables,Seattle,386.84,19.4
ORD-12426,2021-04-12 02:00:00,Illinois,Technology,Home Office,5,Accessories,Naperville,1173.71,-43.42
ORD-12427,2021-04-12 03:00:00,Washington,Office Supplies,Consumer,6,Paper,Spokane,400.94,139.38
ORD-12428,2021-04-12 04:00:00,Illinois,Office Supplies,Home Office,5,Binders,Naperville,1610.84,357.92
ORD-12429,2021-04-12 05:00:00,Ohio,Furniture,Home Office,7,Chairs,Cincinnati,618.78,111.91
ORD-12430,2021-04-12 06:00:00,Pennsylvania,Furniture,Consumer,1,Tables,Philadelphia,636.65,172.01
ORD-12431,2021-04-12 07:00:00,Washington,Office Supplies,Consumer,3,Binders,Tacoma,1741.2,289.96
ORD-12432,2021-04-12 08:00:00,Michigan,Office Supplies,Consumer,6,Binders,Detroit,1122.81,263.9
ORD-12433,2021-04-12 09:00:00,Illinois,Office Supplies,Corporate,1,Storage,Aurora,1775.73,47.75
ORD-12434,2021-04-12 10:00:00,Florida,Furniture,Home Office,7,Chairs,Orlando,831.65,62.54
ORD-12435,2021-04-12 11:00:00,Georgia,Office Supplies,Consumer,4,Binders,Augusta,694.42,-120.93
ORD-12436,2021-04-12 12:00:00,Florida,Office Supplies,Corporate,3,Paper,Miami,1017.34,-46.44
ORD-12437,2021-04-12 13:00:00,California,Furniture,Home Office,9,Bookcases,Los Angeles,132.37,0.32
ORD-12438,2021-04-12 14:00:00,Pennsylvania,Technology,Corporate,1,Phones,Allentown,316.86,45.63
ORD-12439,2021-04-12 15:00:00,Pennsylvania,Technology,Corporate,8,Laptops,Philadelphia,446.85,24.72
ORD-12440,2021-04-12 16:00:00,Florida,Office Supplies,Consumer,1,Paper,Orlando,1635.19,219.62
ORD-12441,2021-04-12 17:00:00,New York,Technology,Home Office,5,Laptops,Buffalo,1470.26,282.78
ORD-12442,2021-04-12 18:00:00,Ohio,Technology,Corporate,8,Laptops,Cincinnati,394.68,-69.66
ORD-12443,2021-04-12 19:00:00,Washington,Technology,Home Office,6,Laptops,Spokane,560.73,-32.49
ORD-12444,2021-04-12 20:00:00,Michigan,Technology,Consumer,7,Laptops,Grand Rapids,1889.08,-200.25
ORD-12445,2021-04-12 21:00:00,Pennsylvania,Office Supplies,Home Office,8,Binders,Philadelphia,180.75,-17.51
ORD-12446,2021-04-12 22:00:00,Florida,Technology,Corporate,6,Accessories,Miami,1099.44,84.35
ORD-12447,2021-04-12 23:00:00,Florida,Technology,Corporate,6,Accessories,Miami,1048.79,217.09
ORD-12448,2021-04-13 00:00:00,Ohio,Furniture,Home Office,6,Tables,Columbus,1454.16,-72.67
ORD-12449,2021-04-13 01:00:00,Ohio,Office Supplies,Corporate,5,Paper,Cincinnati,530.26,134.39
ORD-12450,2021-04-13 02:00:00,Texas,Furniture,Corporate,8,Bookcases,Dallas,1870.2,543.95
ORD-12451,2021-04-13 03:00:00,Texas,Furniture,Corporate,2,Chairs,Austin,827.06,-5.96
ORD-12452,2021-04-13 04:00:00,New York,Office Supplies,Consumer,7,Paper,Buffalo,578.58,101.1
ORD-12453,2021-04-13 05:00:00,New York,Technology,Consumer,4,Accessories,Buffalo,680.37,-92.27
ORD-12454,2021-04-13 06:00:00,California,Furniture,Corporate,1,Bookcases,San Francisco,703.96,147.28
ORD-12455,2021-04-13 07:00:00,New York,Office Supplies,Home Office,5,Paper,Rochester,405.87,-44.34
ORD-12456,2021-04-13 08:00:00,Illinois,Technology,Consumer,3,Accessories,Chicago,1856.83,330.66
ORD-12457,2021-04-13 09:00:00,Ohio,Office Supplies,Home Office,4,Binders,Cincinnati,358.0,11.47
ORD-12458,2021-04-13 10:00:00,Michigan,Furniture,Corporate,7,Bookcases,Grand Rapids,1766.84,548.87
ORD-12459,2021-04-13 11:00:00,Illinois,Technology,Corporate,5,Laptops,Naperville,815.81,45.24
ORD-12460,2021-04-13 12:00:00,Washington,Technology,Home Office,4,Laptops,Spokane,545.86,-99.89
